dataset_accession,gene_id,probe_id,probe_variance,gene_symbol,gene_symbol_raw,gene_title,probes_per_gene
GSE63060,201254,ILMN_1769634,0.0373044802656754,STRA13,STRA13,stimulated by retinoic acid 13,1
GSE63060,201255,ILMN_2275803,0.0150059595433606,LRRC45,LRRC45,leucine rich repeat containing 45,3
GSE63060,201266,ILMN_1742705,0.0170997595855536,SLC39A11,SLC39A11,solute carrier family 39 member 11,1
GSE63060,201292,ILMN_1764165,0.0100833528237168,TRIM65,TRIM65,tripartite motif containing 65,1
GSE63060,201294,ILMN_1773380,0.0529482582125987,UNC13D,UNC13D,unc-13 homolog D,1
GSE63060,201299,ILMN_1786361,0.0149716857295979,RDM1,RDM1,RAD52 motif containing 1,2
GSE63060,2013,ILMN_1671270,0.0128869590124974,EMP2,EMP2,epithelial membrane protein 2,1
GSE63060,201305,ILMN_1668984,0.0242139637540327,SPNS3,SPNS3,sphingolipid transporter 3 (putative),1
GSE63060,2014,ILMN_1765446,0.0629181657570853,EMP3,EMP3,epithelial membrane protein 3,1
GSE63060,201456,ILMN_1755281,0.00468534987145921,FBXO15,FBXO15,F-box protein 15,1
GSE63060,201475,ILMN_1670666,0.0379710246486902,RAB12,RAB12,"RAB12, member RAS oncogene family",2
GSE63060,2015,ILMN_1780601,0.0436489113360383,ADGRE1,ADGRE1,adhesion G protein-coupled receptor E1,1
GSE63060,201501,ILMN_1796737,0.00357773429865806,ZBTB7C,ZBTB7C,zinc finger and BTB domain containing 7C,1
GSE63060,201514,ILMN_1742923,0.00333887065238965,ZNF584,ZNF584,zinc finger protein 584,1
GSE63060,201562,ILMN_2170353,0.183537526552701,HACD2,HACD2,3-hydroxyacyl-CoA dehydratase 2,2
GSE63060,201595,ILMN_2194448,0.0278621800035476,STT3B,STT3B,"STT3B, catalytic subunit of the oligosaccharyltransferase complex",1
GSE63060,201625,ILMN_1908085,0.00474589990571775,DNAH12,DNAH12,dynein axonemal heavy chain 12,5
GSE63060,201626,ILMN_1660305,0.0181424459631274,PDE12,PDE12,phosphodiesterase 12,1
GSE63060,201627,ILMN_1653615,0.00346132826139768,DENND6A,DENND6A,DENN domain containing 6A,1
GSE63060,201633,ILMN_2125017,0.0208646041047423,TIGIT,TIGIT,T-cell immunoreceptor with Ig and ITIM domains,1
GSE63060,2017,ILMN_1744912,0.0820841088507372,CTTN,CTTN,cortactin,2
GSE63060,201725,ILMN_1792712,0.00363165330324153,C4orf46,C4orf46,chromosome 4 open reading frame 46,1
GSE63060,201780,ILMN_1673637,0.00473021177537198,SLC10A4,SLC10A4,solute carrier family 10 member 4,1
GSE63060,201799,ILMN_2088124,0.393253306644072,TMEM154,TMEM154,transmembrane protein 154,2
GSE63060,2018,ILMN_2187746,0.00622130549647102,EMX2,EMX2,empty spiracles homeobox 2,2
GSE63060,201895,ILMN_2224907,0.0876186206551109,SMIM14,SMIM14,small integral membrane protein 14,2
GSE63060,201931,ILMN_1780618,0.00636423479129053,TMEM192,TMEM192,transmembrane protein 192,1
GSE63060,201965,ILMN_1708660,0.0401368809381414,RWDD4,RWDD4,RWD domain containing 4,1
GSE63060,201973,ILMN_1716368,0.00494438427348008,PRIMPOL,PRIMPOL,primase and DNA directed polymerase,1
GSE63060,202,ILMN_1688625,0.0190092086750595,AIM1,AIM1,absent in melanoma 1,1
GSE63060,2020,ILMN_1685318,0.00861989830967261,EN2,EN2,engrailed homeobox 2,1
GSE63060,202018,ILMN_1693882,0.0154491851410312,TAPT1,TAPT1,transmembrane anterior posterior transformation 1,1
GSE63060,202020,ILMN_1903049,0.0124807994817598,TAPT1-AS1,TAPT1-AS1,TAPT1 antisense RNA 1 (head to head),1
GSE63060,202051,ILMN_1769478,0.00437828198861612,SPATA24,SPATA24,spermatogenesis associated 24,1
GSE63060,202052,ILMN_1688730,0.00518942598872235,DNAJC18,DNAJC18,DnaJ heat shock protein family (Hsp40) member C18,1
GSE63060,2021,ILMN_1722309,0.0167149648905121,ENDOG,ENDOG,endonuclease G,1
GSE63060,202181,ILMN_1727331,0.0245850192981743,LOC202181,LOC202181,SUMO interacting motifs containing 1 pseudogene,2
GSE63060,2022,ILMN_1760778,0.0275745691297699,ENG,ENG,endoglin,1
GSE63060,202243,ILMN_1653480,0.0102996696007783,CCDC125,CCDC125,coiled-coil domain containing 125,1
GSE63060,2023,ILMN_1710756,0.0971358447774557,ENO1,ENO1,enolase 1,1
GSE63060,202309,ILMN_1675191,0.203488376379883,GAPT,GAPT,"GRB2-binding adaptor protein, transmembrane",1
GSE63060,202333,ILMN_1805765,0.00413471284800383,CMYA5,CMYA5,cardiomyopathy associated 5,1
GSE63060,202374,ILMN_1756612,0.00362436985831542,STK32A,STK32A,serine/threonine kinase 32A,1
GSE63060,202559,ILMN_1658237,0.00376091940507433,KHDRBS2,KHDRBS2,"KH RNA binding domain containing, signal transduction associated 2",1
GSE63060,2026,ILMN_1765796,0.0451891719389123,ENO2,ENO2,enolase 2,1
GSE63060,2027,ILMN_1678904,0.0243890716787832,ENO3,ENO3,enolase 3,2
GSE63060,2028,ILMN_1675325,0.00533665252449227,ENPEP,ENPEP,glutamyl aminopeptidase,1
GSE63060,202865,ILMN_1779225,0.00289519420093467,C7orf33,C7orf33,chromosome 7 open reading frame 33,1
GSE63060,2029,ILMN_1760779,0.0607176809083808,ENSA,ENSA,endosulfine alpha,2
GSE63060,202915,ILMN_1815937,0.00388553458391853,TMEM184A,TMEM184A,transmembrane protein 184A,1
GSE63060,203,ILMN_1779965,0.0193278506917562,AK1,AK1,adenylate kinase 1,1
GSE63060,2030,ILMN_2279377,0.00674450579945745,SLC29A1,SLC29A1,solute carrier family 29 member 1 (Augustine blood group),1
GSE63060,203054,ILMN_1761309,0.00809502927597755,ADCK5,ADCK5,aarF domain containing kinase 5,1
GSE63060,203062,ILMN_1781027,0.00349057393293797,TSNARE1,TSNARE1,t-SNARE domain containing 1,1
GSE63060,203068,ILMN_1665583,0.082787478671274,TUBB,TUBB,tubulin beta class I,2
GSE63060,203069,ILMN_1735474,0.0146384227467632,R3HCC1,R3HCC1,R3H domain and coiled-coil containing 1,1
GSE63060,203074,ILMN_1806464,0.00907961246308522,PRSS55,PRSS55,"protease, serine 55",1
GSE63060,203100,ILMN_2099277,0.00555294893220294,HTRA4,HTRA4,HtrA serine peptidase 4,2
GSE63060,203102,ILMN_2293012,0.00657907331752307,ADAM32,ADAM32,ADAM metallopeptidase domain 32,3
GSE63060,203111,ILMN_1670975,0.00351365352062871,ERICH5,ERICH5,glutamate rich 5,2
GSE63060,203190,ILMN_1737162,0.00410462805720664,LGI3,LGI3,leucine rich repeat LGI family member 3,1
GSE63060,203197,ILMN_1803652,0.0327583260496295,TMEM268,TMEM268,transmembrane protein 268,1
GSE63060,203228,ILMN_1741881,0.122407214530941,C9orf72,C9orf72,chromosome 9 open reading frame 72,5
GSE63060,203238,ILMN_1655893,0.00410817543056741,CCDC171,CCDC171,coiled-coil domain containing 171,2
GSE63060,203245,ILMN_1714148,0.0262458563779706,NAIF1,NAIF1,nuclear apoptosis inducing factor 1,1
GSE63060,203259,ILMN_1746633,0.0176179963568342,FAM219A,FAM219A,family with sequence similarity 219 member A,1
GSE63060,203260,ILMN_1709630,0.0124917601968182,CCDC107,CCDC107,coiled-coil domain containing 107,1
GSE63060,203286,ILMN_1691716,0.00549788501221831,ANKS6,ANKS6,ankyrin repeat and sterile alpha motif domain containing 6,2
GSE63060,2033,ILMN_1744665,0.0787294693057408,EP300,EP300,E1A binding protein p300,1
GSE63060,203328,ILMN_1785570,0.0618955837150674,SUSD3,SUSD3,sushi domain containing 3,1
GSE63060,2034,ILMN_1704753,0.0123275955057846,EPAS1,EPAS1,endothelial PAS domain protein 1,1
GSE63060,203413,ILMN_1668108,0.0036055194386434,CT83,CT83,cancer/testis antigen 83,1
GSE63060,203427,ILMN_2142284,0.0299633025030793,SLC25A43,SLC25A43,solute carrier family 25 member 43,2
GSE63060,203430,ILMN_1671500,0.00421989346344006,ZCCHC5,ZCCHC5,zinc finger CCHC-type containing 5,2
GSE63060,203447,ILMN_1687392,0.0286898616072896,NRK,NRK,Nik related kinase,1
GSE63060,2035,ILMN_2323427,0.188290598572874,EPB41,EPB41,erythrocyte membrane protein band 4.1,3
GSE63060,203522,ILMN_2207419,0.00790643138107129,INTS6L,INTS6L,integrator complex subunit 6 like,1
GSE63060,203547,ILMN_1682694,0.0535934227599123,VMA21,VMA21,VMA21 vacuolar H+-ATPase homolog (S. cerevisiae),1
GSE63060,203562,ILMN_1710312,0.0038618044127457,TMEM31,TMEM31,transmembrane protein 31,1
GSE63060,203569,ILMN_1724213,0.0069937870234572,PAGE2,PAGE2,PAGE family member 2,1
GSE63060,2036,ILMN_1684534,0.00656012191460615,EPB41L1,EPB41L1,erythrocyte membrane protein band 4.1 like 1,1
GSE63060,2037,ILMN_1805448,0.00895078769243227,EPB41L2,EPB41L2,erythrocyte membrane protein band 4.1 like 2,1
GSE63060,2038,ILMN_1814397,0.675911473231862,EPB42,EPB42,erythrocyte membrane protein band 4.2,1
GSE63060,203859,ILMN_1690154,0.00513558501846023,ANO5,ANO5,anoctamin 5,1
GSE63060,2039,ILMN_1671686,0.601483955002304,DMTN,DMTN,dematin actin binding protein,1
GSE63060,204,ILMN_1716053,0.0378590829257368,AK2,AK2,adenylate kinase 2,3
GSE63060,2040,ILMN_1766657,0.225775066879831,STOM,STOM,stomatin,2
GSE63060,2041,ILMN_1664265,0.0367303276747108,EPHA1,EPHA1,EPH receptor A1,1
GSE63060,2042,ILMN_1782076,0.00389014336230302,EPHA3,EPHA3,EPH receptor A3,3
GSE63060,2043,ILMN_1672022,0.00997607856575927,EPHA4,EPHA4,EPH receptor A4,1
GSE63060,2044,ILMN_1767342,0.0133210430030982,EPHA5,EPHA5,EPH receptor A5,2
GSE63060,204474,ILMN_1729203,0.00302513562510955,PDILT,PDILT,"protein disulfide isomerase like, testis expressed",1
GSE63060,2045,ILMN_1803637,0.00429096384705034,EPHA7,EPHA7,EPH receptor A7,1
GSE63060,2046,ILMN_1756989,0.0153451200423676,EPHA8,EPHA8,EPH receptor A8,1
GSE63060,2047,ILMN_1692261,0.0331278512422646,EPHB1,EPHB1,EPH receptor B1,1
GSE63060,2048,ILMN_2367384,0.0221641510949157,EPHB2,EPHB2,EPH receptor B2,2
GSE63060,204801,ILMN_1790843,0.00292010441929762,NLRP11,NLRP11,NLR family pyrin domain containing 11,1
GSE63060,204851,ILMN_2412768,0.00411192037928287,HIPK1,HIPK1,homeodomain interacting protein kinase 1,3
GSE63060,2049,ILMN_1741346,0.00537614570578921,EPHB3,EPHB3,EPH receptor B3,1
GSE63060,204962,ILMN_1744003,0.00363719929443008,SLC44A5,SLC44A5,solute carrier family 44 member 5,1
GSE63060,205,ILMN_1764090,0.00551241583417647,AK4,AK4,adenylate kinase 4,5
GSE63060,2050,ILMN_2214910,0.0509039252854112,EPHB4,EPHB4,EPH receptor B4,1
GSE63060,2051,ILMN_1802646,0.0468316034844339,EPHB6,EPHB6,EPH receptor B6,1
GSE63060,205147,ILMN_1900615,0.00436000326809578,AMER3,AMER3,APC membrane recruitment protein 3,2
GSE63060,2052,ILMN_1701025,0.021528762325309,EPHX1,EPHX1,epoxide hydrolase 1,1
GSE63060,205251,ILMN_1693685,0.01426353604457,LINC00116,LINC00116,long intergenic non-protein coding RNA 116,1
GSE63060,2053,ILMN_1709237,0.0301590440401292,EPHX2,EPHX2,epoxide hydrolase 2,1
GSE63060,2054,ILMN_1747775,0.0632383250172274,STX2,STX2,syntaxin 2,3
GSE63060,205428,ILMN_1797372,0.0261062136263176,C3orf58,C3orf58,chromosome 3 open reading frame 58,1
GSE63060,2055,ILMN_1701094,0.0248309529887009,CLN8,CLN8,"ceroid-lipofuscinosis, neuronal 8",2
GSE63060,205564,ILMN_1675501,0.00648834879049925,SENP5,SENP5,SUMO1/sentrin specific peptidase 5,1
GSE63060,2057,ILMN_2168347,0.0280349016001424,EPOR,EPOR,erythropoietin receptor,1
GSE63060,205717,ILMN_1675445,0.00391984662756365,USF3,USF3,upstream transcription factor family member 3,1
GSE63060,2058,ILMN_1783695,0.0577901640231693,EPRS,EPRS,glutamyl-prolyl-tRNA synthetase,1
GSE63060,205860,ILMN_1666893,0.00357366760539237,TRIML2,TRIML2,tripartite motif family like 2,1
GSE63060,2060,ILMN_1665357,0.043184405644123,EPS15,EPS15,epidermal growth factor receptor pathway substrate 15,1
GSE63060,2063,ILMN_1672080,0.0139001713209732,NR2F6,NR2F6,nuclear receptor subfamily 2 group F member 6,1
GSE63060,206338,ILMN_1810159,0.0029599748655106,LVRN,LVRN,laeverin,1
GSE63060,206358,ILMN_2124471,0.0377281139418139,SLC36A1,SLC36A1,solute carrier family 36 member 1,1
GSE63060,2064,ILMN_2352131,0.0492679240893366,ERBB2,ERBB2,erb-b2 receptor tyrosine kinase 2,3
GSE63060,206412,ILMN_1805932,0.00467160514459668,C6orf163,C6orf163,chromosome 6 open reading frame 163,1
GSE63060,2065,ILMN_1737993,0.00480704175065053,ERBB3,ERBB3,erb-b2 receptor tyrosine kinase 3,3
GSE63060,2066,ILMN_1653728,0.013724304608968,ERBB4,ERBB4,erb-b2 receptor tyrosine kinase 4,1
GSE63060,2067,ILMN_2277676,0.0499067421693578,ERCC1,ERCC1,"ERCC excision repair 1, endonuclease non-catalytic subunit",4
GSE63060,2068,ILMN_1815859,0.0130513498719266,ERCC2,ERCC2,"ERCC excision repair 2, TFIIH core complex helicase subunit",1
GSE63060,2069,ILMN_1657248,0.00643635228041145,EREG,EREG,epiregulin,1
GSE63060,207,ILMN_2410909,0.0809936488119162,AKT1,AKT1,AKT serine/threonine kinase 1,3
GSE63060,2070,ILMN_1671844,0.00474231425294807,EYA4,EYA4,EYA transcriptional coactivator and phosphatase 4,2
GSE63060,207063,ILMN_1704139,0.0182569765056782,DHRSX,DHRSX,dehydrogenase/reductase X-linked,1
GSE63060,2071,ILMN_1740216,0.0224818426099967,ERCC3,ERCC3,"ERCC excision repair 3, TFIIH core complex helicase subunit",1
GSE63060,207107,ILMN_1873463,0.0042537249477533,SFTA1P,SFTA1P,"surfactant associated 1, pseudogene",1
GSE63060,2072,ILMN_2192394,0.00468004326638927,ERCC4,ERCC4,"ERCC excision repair 4, endonuclease catalytic subunit",2
GSE63060,2073,ILMN_1795495,0.0438106944319791,ERCC5,ERCC5,"ERCC excision repair 5, endonuclease",1
GSE63060,2074,ILMN_1786882,0.00398574673802588,ERCC6,ERCC6,"ERCC excision repair 6, chromatin remodeling factor",1
GSE63060,2077,ILMN_1652749,0.0321650404820224,ERF,ERF,ETS2 repressor factor,1
GSE63060,2078,ILMN_1768301,0.00553051592952172,ERG,ERG,"ERG, ETS transcription factor",3
GSE63060,2079,ILMN_1781795,0.222056317317149,ERH,ERH,enhancer of rudimentary homolog (Drosophila),1
GSE63060,208,ILMN_1743347,0.00889507117386848,AKT2,AKT2,AKT serine/threonine kinase 2,1
GSE63060,2081,ILMN_1731231,0.00328331887335161,ERN1,ERN1,endoplasmic reticulum to nucleus signaling 1,1
GSE63060,2086,ILMN_2118663,0.0339875063945663,ERV3-1,ERV3-1,endogenous retrovirus group 3 member 1,1
GSE63060,2091,ILMN_1719205,0.0959691910810144,FBL,FBL,fibrillarin,1
GSE63060,2098,ILMN_1720285,0.0622924267600973,ESD,ESD,esterase D,2
GSE63060,2099,ILMN_1678535,0.00384679595159296,ESR1,ESR1,estrogen receptor 1,1
GSE63060,21,ILMN_1758523,0.00509638454378996,ABCA3,ABCA3,ATP binding cassette subfamily A member 3,1
GSE63060,210,ILMN_1747577,0.0270471644850249,ALAD,ALAD,aminolevulinate dehydratase,3
GSE63060,2100,ILMN_2390457,0.00420461146490122,ESR2,ESR2,estrogen receptor 2,2
GSE63060,2101,ILMN_1774272,0.0183864775161568,ESRRA,ESRRA,estrogen related receptor alpha,1
GSE63060,2103,ILMN_1707398,0.00435235841734245,ESRRB,ESRRB,estrogen related receptor beta,1
GSE63060,2104,ILMN_1804064,0.00416134526581668,ESRRG,ESRRG,estrogen related receptor gamma,1
GSE63060,2107,ILMN_2222992,0.0477142038157203,ETF1,ETF1,eukaryotic translation termination factor 1,2
GSE63060,2108,ILMN_1718924,0.09930495016179,ETFA,ETFA,electron transfer flavoprotein alpha subunit,1
GSE63060,2109,ILMN_2300970,0.0500188466499172,ETFB,ETFB,electron transfer flavoprotein beta subunit,2
GSE63060,211,ILMN_1728309,0.00577410338888978,ALAS1,ALAS1,5'-aminolevulinate synthase 1,3
GSE63060,2110,ILMN_1758034,0.0215451830925841,ETFDH,ETFDH,electron transfer flavoprotein dehydrogenase,1
GSE63060,2113,ILMN_2122103,0.555414366480139,ETS1,ETS1,"ETS proto-oncogene 1, transcription factor",2
GSE63060,2114,ILMN_1720158,0.0844821854494552,ETS2,ETS2,"ETS proto-oncogene 2, transcription factor",1
GSE63060,2115,ILMN_1685891,0.0030757658540344,ETV1,ETV1,ETS variant 1,1
GSE63060,2116,ILMN_1803906,0.026723932733397,ETV2,ETV2,ETS variant 2,1
GSE63060,2117,ILMN_1703180,0.0190371056708863,ETV3,ETV3,ETS variant 3,1
GSE63060,2119,ILMN_1723260,0.00671998552164321,ETV5,ETV5,ETS variant 5,2
GSE63060,212,ILMN_1708323,1.05698062208829,ALAS2,ALAS2,5'-aminolevulinate synthase 2,3
GSE63060,2120,ILMN_1789596,0.0540301749732389,ETV6,ETV6,ETS variant 6,1
GSE63060,2121,ILMN_1651878,0.0068073270081065,EVC,EVC,EvC ciliary complex subunit 1,2
GSE63060,2122,ILMN_1784582,0.00588407055213652,MECOM,MECOM,MDS1 and EVI1 complex locus,2
GSE63060,2123,ILMN_1733579,0.484907969772048,EVI2A,EVI2A,ecotropic viral integration site 2A,3
GSE63060,2124,ILMN_1763452,0.107357260827954,EVI2B,EVI2B,ecotropic viral integration site 2B,2
GSE63060,2125,ILMN_1727288,0.00582258452554206,EVPL,EVPL,envoplakin,1
GSE63060,2128,ILMN_1766888,0.0131285949804243,EVX1,EVX1,even-skipped homeobox 1,1
GSE63060,213,ILMN_1682763,0.00390545663014007,ALB,ALB,albumin,1
GSE63060,2130,ILMN_1727041,0.0435770566362589,EWSR1,EWSR1,EWS RNA binding protein 1,3
GSE63060,2131,ILMN_2129927,0.0245320917268976,EXT1,EXT1,exostosin glycosyltransferase 1,1
GSE63060,2132,ILMN_1761259,0.0149811806652928,EXT2,EXT2,exostosin glycosyltransferase 2,3
GSE63060,2134,ILMN_1718783,0.00465709557612767,EXTL1,EXTL1,exostosin like glycosyltransferase 1,1
GSE63060,2135,ILMN_1797950,0.0123338136332194,EXTL2,EXTL2,exostosin like glycosyltransferase 2,2
GSE63060,2137,ILMN_1778226,0.106829229744687,EXTL3,EXTL3,exostosin like glycosyltransferase 3,1
GSE63060,2138,ILMN_1747207,0.0049855651312959,EYA1,EYA1,EYA transcriptional coactivator and phosphatase 1,2
GSE63060,2139,ILMN_2353129,0.00480258382501948,EYA2,EYA2,EYA transcriptional coactivator and phosphatase 2,1
GSE63060,214,ILMN_1670870,0.026698940770256,ALCAM,ALCAM,activated leukocyte cell adhesion molecule,1
GSE63060,2140,ILMN_1790562,0.00592034565332225,EYA3,EYA3,EYA transcriptional coactivator and phosphatase 3,2
GSE63060,2145,ILMN_1791436,0.0109311462501831,EZH1,EZH1,enhancer of zeste 1 polycomb repressive complex 2 subunit,1
GSE63060,2146,ILMN_1708105,0.0103914300942778,EZH2,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit,3
GSE63060,2149,ILMN_1742866,0.0349749954980133,F2R,F2R,coagulation factor II thrombin receptor,2
GSE63060,215,ILMN_1772189,0.0486727731587846,ABCD1,ABCD1,ATP binding cassette subfamily D member 1,1
GSE63060,2150,ILMN_2041190,0.0923974713977608,F2RL1,F2RL1,F2R like trypsin receptor 1,2
GSE63060,2151,ILMN_2202894,0.00455266695134875,F2RL2,F2RL2,coagulation factor II thrombin receptor like 2,1
GSE63060,2152,ILMN_1797009,0.00560589123329169,F3,F3,"coagulation factor III, tissue factor",1
GSE63060,2153,ILMN_1709233,0.0972237217332186,F5,F5,coagulation factor V,1
GSE63060,2155,ILMN_2267025,0.00631771936966686,F7,F7,coagulation factor VII,2
GSE63060,2157,ILMN_1675083,0.00596957667728154,F8,F8,coagulation factor VIII,4
GSE63060,2158,ILMN_1810651,0.00357499461951765,F9,F9,coagulation factor IX,1
GSE63060,2159,ILMN_1670708,0.00242653328110995,F10,F10,coagulation factor X,1
GSE63060,216,ILMN_1709348,0.0994274493867447,ALDH1A1,ALDH1A1,aldehyde dehydrogenase 1 family member A1,2
GSE63060,2160,ILMN_1764061,0.0044096461651434,F11,F11,coagulation factor XI,1
GSE63060,2161,ILMN_1671766,0.0208349978810459,F12,F12,coagulation factor XII,1
GSE63060,2162,ILMN_1717163,0.202805495476886,F13A1,F13A1,coagulation factor XIII A chain,1
GSE63060,2165,ILMN_1735489,0.00303441738573914,F13B,F13B,coagulation factor XIII B chain,1
GSE63060,2166,ILMN_1810915,0.0221282887321427,FAAH,FAAH,fatty acid amide hydrolase,1
GSE63060,2167,ILMN_1773006,0.0079838613718595,FABP4,FABP4,fatty acid binding protein 4,1
GSE63060,2169,ILMN_1740479,0.0061969836518696,FABP2,FABP2,fatty acid binding protein 2,1
GSE63060,217,ILMN_1793859,0.0912672696069095,ALDH2,ALDH2,aldehyde dehydrogenase 2 family (mitochondrial),1
GSE63060,2171,ILMN_2146761,0.026764082818171,FABP5,FABP5,fatty acid binding protein 5,3
GSE63060,2172,ILMN_2392261,0.0035610290784788,FABP6,FABP6,fatty acid binding protein 6,1
GSE63060,2173,ILMN_1745299,0.00484520586688122,FABP7,FABP7,fatty acid binding protein 7,1
GSE63060,2175,ILMN_1769758,0.00828399357884111,FANCA,FANCA,Fanconi anemia complementation group A,2
GSE63060,2176,ILMN_1683112,0.00327957794032692,FANCC,FANCC,Fanconi anemia complementation group C,1
GSE63060,2177,ILMN_2235137,0.0270174399520665,FANCD2,FANCD2,Fanconi anemia complementation group D2,3
GSE63060,2178,ILMN_2043452,0.0202347870761397,FANCE,FANCE,Fanconi anemia complementation group E,1
GSE63060,218,ILMN_1702503,0.00387658572311904,ALDH3A1,ALDH3A1,aldehyde dehydrogenase 3 family member A1,1
GSE63060,2180,ILMN_1684585,0.366276220993568,ACSL1,ACSL1,acyl-CoA synthetase long-chain family member 1,1
GSE63060,2181,ILMN_2360705,0.0316511559541718,ACSL3,ACSL3,acyl-CoA synthetase long-chain family member 3,3
GSE63060,2182,ILMN_1683598,0.211313045373015,ACSL4,ACSL4,acyl-CoA synthetase long-chain family member 4,3
GSE63060,2184,ILMN_1781536,0.0324703110884191,FAH,FAH,fumarylacetoacetate hydrolase,1
GSE63060,2185,ILMN_2330966,0.0718935983394916,PTK2B,PTK2B,protein tyrosine kinase 2 beta,3
GSE63060,2186,ILMN_1688381,0.0146965730742778,BPTF,BPTF,bromodomain PHD finger transcription factor,3
GSE63060,2187,ILMN_1698252,0.00592263328179319,FANCB,FANCB,Fanconi anemia complementation group B,2
GSE63060,2188,ILMN_1682724,0.00303876986998202,FANCF,FANCF,Fanconi anemia complementation group F,1
GSE63060,2189,ILMN_1758728,0.0289276826743254,FANCG,FANCG,Fanconi anemia complementation group G,1
GSE63060,219,ILMN_2150894,0.00438699062858016,ALDH1B1,ALDH1B1,aldehyde dehydrogenase 1 family member B1,1
GSE63060,2191,ILMN_2232854,0.00289413513936221,FAP,FAP,fibroblast activation protein alpha,1
GSE63060,2192,ILMN_1722713,0.00444523262317242,FBLN1,FBLN1,fibulin 1,4
GSE63060,219285,ILMN_1799467,0.227069900764188,SAMD9L,SAMD9L,sterile alpha motif domain containing 9 like,1
GSE63060,219287,ILMN_2394366,0.00674183801110727,AMER2,AMER2,APC membrane recruitment protein 2,2
GSE63060,219293,ILMN_2231569,0.00277399818964527,ATAD3C,ATAD3C,"ATPase family, AAA domain containing 3C",1
GSE63060,2193,ILMN_1778255,0.0169538774432437,FARSA,FARSA,phenylalanyl-tRNA synthetase alpha subunit,1
GSE63060,219333,ILMN_1687284,0.00666386030623635,USP12,USP12,ubiquitin specific peptidase 12,1
GSE63060,219348,ILMN_1790859,0.00300511942197473,PLAC9,PLAC9,placenta specific 9,1
GSE63060,2194,ILMN_1784871,0.0936071639804197,FASN,FASN,fatty acid synthase,1
GSE63060,219402,ILMN_1718271,0.0866945342462992,MTIF3,MTIF3,mitochondrial translational initiation factor 3,1
